stock_code,prev_close
003545,20050.0
005250,11350.0
003300,16240.0
284740,22550.0
161000,10470.0
031430,14490.0
448730,5430.0
452260,2540.0
377740,4810.0
002240,18130.0
020000,22200.0
014830,73000.0
019170,9010.0
004710,11540.0
001530,22450.0
006220,12270.0
005945,24350.0
005420,12270.0
034310,12380.0
145990,43700.0
460860,9130.0
271940,12300.0
003280,1851.0
016610,10350.0
004690,120000.0
000070,55000.0
008730,17700.0
001200,4395.0
003000,4325.0
009900,7970.0
403550,11200.0
029530,42600.0
011930,20200.0
072710,90300.0
381970,8520.0
417310,10220.0
130660,12620.0
015360,14870.0
004700,60800.0
002030,193300.0
002810,21550.0
306200,139000.0
000157,439500.0
950210,6540.0
145720,44650.0
027410,4070.0
012030,1910.0
016590,9450.0
005950,15220.0
017810,9830.0
006405,239500.0
010820,7660.0
060980,41000.0
097520,21200.0
092200,9800.0
357120,3795.0
090435,35300.0
0120G0,49400.0
092790,13850.0
092230,83000.0
105840,17550.0
170900,36800.0
010690,9970.0
005610,40400.0
183190,9550.0
344820,21950.0
126720,23950.0
029460,31450.0
194370,11700.0
105630,8490.0
089590,4150.0
001940,23250.0
015860,6720.0
126560,3035.0
011760,24500.0
02826K,216500.0
192650,4515.0
002710,11940.0
005720,6100.0
009290,6280.0
200880,11590.0
104700,8520.0
000430,4945.0
058430,5190.0
016800,27950.0
018250,11700.0
025860,6230.0
091810,740.0
034830,1210.0
001390,4505.0
123890,2395.0
084690,8250.0
002310,7580.0
286940,19560.0
009160,4535.0
007690,31450.0
033270,18250.0
108670,32200.0
404990,4205.0
084010,8240.0
001230,1817.0
001750,22000.0
037710,36550.0
078520,10880.0
003720,8210.0
024720,8190.0
096760,3775.0
000650,195700.0
272450,5270.0
900140,1410.0
017390,54900.0
017860,14950.0
003920,44600.0
003120,19600.0
005680,13120.0
004360,13490.0
005010,4590.0
122900,7630.0
001340,5710.0
002900,6120.0
005430,79200.0
005500,18890.0
004430,10300.0
003200,10670.0
026890,6590.0
002320,16060.0
011500,15890.0
000680,3060.0
475560,16040.0
334890,3350.0
037270,3740.0
0030R0,3950.0
001250,2835.0
348950,1182.0
001460,35900.0
000540,3655.0
128820,5180.0
003960,25050.0
088260,3700.0
003070,9100.0
432320,1512.0
010580,2090.0
034120,12290.0
000320,17250.0
241590,3735.0
000050,8180.0
003520,1241.0
044450,9610.0
244920,9870.0
000480,4750.0
033920,7790.0
136490,9250.0
134380,10000.0
009680,9940.0
025000,50000.0
010955,53300.0
003650,124900.0
000490,7490.0
210980,11500.0
051905,101000.0
030210,3510.0
035150,10620.0
006805,15160.0
008490,18140.0
035510,14940.0
226320,9720.0
053210,4375.0
003220,9240.0
001790,2410.0
007160,42150.0
009470,31150.0
001630,40850.0
013890,9360.0
003555,69300.0
039570,7780.0
03473K,380000.0
025560,39200.0
339770,4000.0
004980,8020.0
028100,14900.0
377190,2260.0
007860,8310.0
117580,7080.0
095570,4355.0
053690,17780.0
001130,11410.0
102260,3820.0
003547,19360.0
016580,10200.0
004560,12510.0
003610,5210.0
000140,8050.0
487570,50200.0
100250,2945.0
001780,1925.0
298690,1585.0
003350,8220.0
004310,5730.0
033530,6580.0
102460,9900.0
002100,9080.0
004380,8610.0
000390,6530.0
234080,11180.0
013580,19560.0
084680,1218.0
000300,4200.0
016450,4300.0
003460,3060.0
037560,2210.0
044820,17790.0
001080,4040.0
031440,44200.0
002150,5000.0
012610,4080.0
462520,14210.0
001045,73000.0
000860,12900.0
400760,3005.0
015230,6020.0
101530,5590.0
097955,121500.0
092220,4010.0
090350,7810.0
008350,1235.0
012200,5910.0
011785,52100.0
293480,8900.0
007570,8200.0
011690,4270.0
071840,6590.0
016880,1915.0
004090,12160.0
460850,5080.0
000520,7090.0
002220,5740.0
077500,7170.0
003830,114300.0
006060,2735.0
000970,6680.0
002170,49500.0
025820,4515.0
213500,6320.0
000020,5310.0
298000,38900.0
271980,10150.0
00279K,20600.0
000700,5560.0
004970,9090.0
081000,10200.0
017550,2280.0
003480,4940.0
004150,3515.0
008970,1350.0
018470,1103.0
094280,12050.0
005960,6040.0
002990,3700.0
015890,4685.0
011280,1922.0
210540,12250.0
107590,57200.0
001520,556.0
272550,8890.0
317400,3415.0
004080,13770.0
214420,5440.0
078000,13980.0
350520,3445.0
009070,4245.0
002780,874.0
089470,4015.0
001360,1340.0
002460,12180.0
024090,10990.0
214390,5260.0
016740,4355.0
019180,6880.0
009270,1083.0
008040,878.0
079430,6170.0
014710,7150.0
007540,42550.0
020120,3250.0
035000,7440.0
013520,2425.0
014280,4095.0
004960,10230.0
267290,20150.0
027970,620.0
070960,2470.0
021820,11810.0
005800,12890.0
014530,3310.0
012320,48850.0
012800,1250.0
002450,1253.0
034590,25950.0
004250,3120.0
016710,7080.0
025620,6310.0
015590,2070.0
004100,3030.0
009580,1775.0
002620,7100.0
010100,3660.0
