ticker,name,total_score,judge,tech_score,rsi,rsi_score,ma_align,ma_score,vol_ratio,vol_score,news_score,investor_score,theme_score,fetch_date,fetched_at
005320,온타이드,35,RESERVE_BUY,35,45.22,10,정배열,15,2.78,10,0,0,0,20260520,2026-05-20 15:50:24
223310,사토시홀딩스,35,RESERVE_BUY,35,45.03,10,정배열,15,2.34,10,0,0,0,20260520,2026-05-20 15:50:24
051390,YW,35,RESERVE_BUY,35,48.22,10,정배열,15,3.65,10,0,0,0,20260520,2026-05-20 15:50:24
264850,이랜시스,32,RESERVE_BUY,32,49.52,10,정배열,15,1.82,7,0,0,0,20260520,2026-05-20 15:50:24
054800,아이디스홀딩스,32,RESERVE_BUY,32,48.31,10,정배열,15,1.77,7,0,0,0,20260520,2026-05-20 15:50:24
015590,DKME,32,RESERVE_BUY,32,43.68,10,정배열,15,1.72,7,0,0,0,20260520,2026-05-20 15:50:24
036930,주성엔지니어링,30,RESERVE_BUY,30,69.69,5,정배열,15,2.25,10,0,0,0,20260520,2026-05-20 15:50:24
014915,성문전자우,30,RESERVE_BUY,30,61.85,5,정배열,15,2.06,10,0,0,0,20260520,2026-05-20 15:50:24
005257,녹십자홀딩스2우,30,RESERVE_BUY,30,66.53,5,정배열,15,3.07,10,0,0,0,20260520,2026-05-20 15:50:24
005500,삼진제약,30,RESERVE_BUY,30,56.84,5,정배열,15,2.33,10,0,0,0,20260520,2026-05-20 15:50:24
073110,엘엠에스,30,RESERVE_BUY,30,57.78,5,정배열,15,2.13,10,0,0,0,20260520,2026-05-20 15:50:24
381620,제닉스로보틱스,30,RESERVE_BUY,30,56.67,5,정배열,15,4.35,10,0,0,0,20260520,2026-05-20 15:50:24
123860,아나패스,30,RESERVE_BUY,30,61.63,5,정배열,15,3.31,10,0,0,0,20260520,2026-05-20 15:50:24
215790,이노인스트루먼트,30,RESERVE_BUY,30,55.27,5,정배열,15,3.51,10,0,0,0,20260520,2026-05-20 15:50:24
043360,디지아이,30,RESERVE_BUY,30,58.01,5,정배열,15,2.46,10,0,0,0,20260520,2026-05-20 15:50:24
010770,평화홀딩스,30,RESERVE_BUY,30,65.74,5,정배열,15,2.13,10,0,0,0,20260520,2026-05-20 15:50:24
031510,오스템,30,RESERVE_BUY,30,65.19,5,정배열,15,2.74,10,0,0,0,20260520,2026-05-20 15:50:24
215480,토박스코리아,30,RESERVE_BUY,30,58.01,5,정배열,15,2.77,10,0,0,0,20260520,2026-05-20 15:50:24
253840,수젠텍,30,RESERVE_BUY,30,69.55,5,정배열,15,3.92,10,0,0,0,20260520,2026-05-20 15:50:24
066980,한성크린텍,30,RESERVE_BUY,30,66.47,5,정배열,15,6.66,10,0,0,0,20260520,2026-05-20 15:50:24
001820,삼화콘덴서,30,RESERVE_BUY,30,68.4,5,정배열,15,7.12,10,0,0,0,20260520,2026-05-20 15:50:24
067170,오텍,30,RESERVE_BUY,30,61.74,5,정배열,15,2.97,10,0,0,0,20260520,2026-05-20 15:50:24
205470,휴마시스,30,RESERVE_BUY,30,56.05,5,정배열,15,2.59,10,0,0,0,20260520,2026-05-20 15:50:24
950130,엑세스바이오,30,RESERVE_BUY,30,53.88,5,정배열,15,5.66,10,0,0,0,20260520,2026-05-20 15:50:24
049960,쎌바이오텍,30,RESERVE_BUY,30,68.44,5,정배열,15,3.3,10,0,0,0,20260520,2026-05-20 15:50:24
005250,녹십자홀딩스,30,RESERVE_BUY,30,63.46,5,정배열,15,5.05,10,0,0,0,20260520,2026-05-20 15:50:24
066430,아이로보틱스,30,RESERVE_BUY,30,66.35,5,정배열,15,2.29,10,0,0,0,20260520,2026-05-20 15:50:24
003550,LG,29,WATCH_ONLY,29,49.92,10,정배열,15,1.16,4,0,0,0,20260520,2026-05-20 15:50:24
136490,선진,29,WATCH_ONLY,29,44.85,10,정배열,15,1.05,4,0,0,0,20260520,2026-05-20 15:50:24
003555,LG우,29,WATCH_ONLY,29,46.83,10,정배열,15,1.18,4,0,0,0,20260520,2026-05-20 15:50:24
189300,인텔리안테크,29,WATCH_ONLY,29,43.44,10,정배열,15,1.38,4,0,0,0,20260520,2026-05-20 15:50:24
009810,플레이그램,29,WATCH_ONLY,29,26.55,15,역/혼합,4,3.63,10,0,0,0,20260520,2026-05-20 15:50:24
005385,현대차우,29,WATCH_ONLY,29,43.53,10,정배열,15,1.08,4,0,0,0,20260520,2026-05-20 15:50:24
000430,대원강업,29,WATCH_ONLY,29,45.18,10,정배열,15,1.07,4,0,0,0,20260520,2026-05-20 15:50:24
014680,한솔케미칼,29,WATCH_ONLY,29,42.68,10,정배열,15,1.18,4,0,0,0,20260520,2026-05-20 15:50:24
122310,제노레이,29,WATCH_ONLY,29,49.69,10,정배열,15,1.14,4,0,0,0,20260520,2026-05-20 15:50:24
282330,BGF리테일,29,WATCH_ONLY,29,48.71,10,정배열,15,1.06,4,0,0,0,20260520,2026-05-20 15:50:24
295310,에이치브이엠,29,WATCH_ONLY,29,49.29,10,정배열,15,1.23,4,0,0,0,20260520,2026-05-20 15:50:24
035620,바른손이앤에이,28,WATCH_ONLY,28,48.4,10,역/혼합,8,13.6,10,0,0,0,20260520,2026-05-20 15:50:24
008490,서흥,27,WATCH_ONLY,27,65.84,5,정배열,15,1.61,7,0,0,0,20260520,2026-05-20 15:50:24
031330,에스에이엠티,27,WATCH_ONLY,27,68.06,5,정배열,15,1.7,7,0,0,0,20260520,2026-05-20 15:50:24
274090,켄코아에어로스페이스,27,WATCH_ONLY,27,53.95,5,정배열,15,1.86,7,0,0,0,20260520,2026-05-20 15:50:24
473050,유안타제15호스팩,27,WATCH_ONLY,27,58.43,5,정배열,15,1.79,7,0,0,0,20260520,2026-05-20 15:50:24
083500,에프엔에스테크,27,WATCH_ONLY,27,53.37,5,정배열,15,1.6,7,0,0,0,20260520,2026-05-20 15:50:24
122990,와이솔,27,WATCH_ONLY,27,63.1,5,정배열,15,1.94,7,0,0,0,20260520,2026-05-20 15:50:24
034730,SK,27,WATCH_ONLY,27,64.37,5,정배열,15,1.53,7,0,0,0,20260520,2026-05-20 15:50:24
123010,알엔티엑스,27,WATCH_ONLY,27,64.91,5,정배열,15,1.93,7,0,0,0,20260520,2026-05-20 15:50:24
290690,소룩스,27,WATCH_ONLY,27,60.79,5,정배열,15,1.68,7,0,0,0,20260520,2026-05-20 15:50:24
037460,삼지전자,27,WATCH_ONLY,27,64.63,5,정배열,15,1.92,7,0,0,0,20260520,2026-05-20 15:50:24
079940,가비아,27,WATCH_ONLY,27,56.06,5,정배열,15,2.0,7,0,0,0,20260520,2026-05-20 15:50:24
293480,하나제약,27,WATCH_ONLY,27,53.42,5,정배열,15,1.64,7,0,0,0,20260520,2026-05-20 15:50:24
289010,아이스크림에듀,27,WATCH_ONLY,27,58.06,5,정배열,15,1.83,7,0,0,0,20260520,2026-05-20 15:50:24
018880,한온시스템,25,WATCH_ONLY,25,45.89,10,정배열,15,0.35,0,0,0,0,20260520,2026-05-20 15:50:24
437730,삼현,25,WATCH_ONLY,25,45.91,10,정배열,15,0.65,0,0,0,0,20260520,2026-05-20 15:50:24
145020,휴젤,25,WATCH_ONLY,25,44.11,10,정배열,15,0.96,0,0,0,0,20260520,2026-05-20 15:50:24
33626L,두산퓨얼셀2우B,25,WATCH_ONLY,25,47.1,10,정배열,15,0.36,0,0,0,0,20260520,2026-05-20 15:50:24
065770,CS,25,WATCH_ONLY,25,48.1,10,정배열,15,0.0,0,0,0,0,20260520,2026-05-20 15:50:24
002025,코오롱우,25,WATCH_ONLY,25,45.07,10,정배열,15,0.65,0,0,0,0,20260520,2026-05-20 15:50:24
011090,에넥스,25,WATCH_ONLY,25,15.6,15,역/혼합,0,14.73,10,0,0,0,20260520,2026-05-20 15:50:24
034220,LG디스플레이,25,WATCH_ONLY,25,46.8,10,정배열,15,0.59,0,0,0,0,20260520,2026-05-20 15:50:24
28513K,SK케미칼우,25,WATCH_ONLY,25,24.79,15,역/혼합,0,2.04,10,0,0,0,20260520,2026-05-20 15:50:24
003490,대한항공,25,WATCH_ONLY,25,47.41,10,정배열,15,0.8,0,0,0,0,20260520,2026-05-20 15:50:24
115480,씨유메디칼,25,WATCH_ONLY,25,19.14,15,역/혼합,0,5.7,10,0,0,0,20260520,2026-05-20 15:50:24
115530,씨엔플러스,25,WATCH_ONLY,25,49.85,10,정배열,15,0.0,0,0,0,0,20260520,2026-05-20 15:50:24
298060,풍전약품,25,WATCH_ONLY,25,13.77,15,역/혼합,0,5.65,10,0,0,0,20260520,2026-05-20 15:50:24
018260,삼성에스디에스,25,WATCH_ONLY,25,43.56,10,정배열,15,0.75,0,0,0,0,20260520,2026-05-20 15:50:24
043910,자연과환경,25,WATCH_ONLY,25,12.49,15,역/혼합,0,4.17,10,0,0,0,20260520,2026-05-20 15:50:24
005950,이수화학,25,WATCH_ONLY,25,76.07,0,정배열,15,4.44,10,0,0,0,20260520,2026-05-20 15:50:24
351320,넥사다이내믹스,25,WATCH_ONLY,25,48.63,10,정배열,15,0.81,0,0,0,0,20260520,2026-05-20 15:50:24
043340,에쎈테크,25,WATCH_ONLY,25,22.32,15,역/혼합,0,5.74,10,0,0,0,20260520,2026-05-20 15:50:24
051900,LG생활건강,25,WATCH_ONLY,25,44.15,10,정배열,15,0.78,0,0,0,0,20260520,2026-05-20 15:50:24
006200,한국전자홀딩스,25,WATCH_ONLY,25,20.59,15,역/혼합,0,2.02,10,0,0,0,20260520,2026-05-20 15:50:24
454910,두산로보틱스,25,WATCH_ONLY,25,46.01,10,정배열,15,0.8,0,0,0,0,20260520,2026-05-20 15:50:24
027580,상보,25,WATCH_ONLY,25,14.99,15,역/혼합,0,3.33,10,0,0,0,20260520,2026-05-20 15:50:24
011000,진원생명과학,25,WATCH_ONLY,25,71.24,0,정배열,15,3.64,10,0,0,0,20260520,2026-05-20 15:50:24
025560,미래산업,25,WATCH_ONLY,25,76.34,0,정배열,15,2.09,10,0,0,0,20260520,2026-05-20 15:50:24
000050,경방,25,WATCH_ONLY,25,48.45,10,정배열,15,0.92,0,0,0,0,20260520,2026-05-20 15:50:24
070960,모나용평,25,WATCH_ONLY,25,24.77,15,역/혼합,0,2.01,10,0,0,0,20260520,2026-05-20 15:50:24
154040,다산솔루에타,25,WATCH_ONLY,25,27.48,15,역/혼합,0,2.11,10,0,0,0,20260520,2026-05-20 15:50:24
238200,비피도,25,WATCH_ONLY,25,42.29,10,정배열,15,0.42,0,0,0,0,20260520,2026-05-20 15:50:24
001440,대한전선,25,WATCH_ONLY,25,49.4,10,정배열,15,0.31,0,0,0,0,20260520,2026-05-20 15:50:24
060230,제이케이시냅스,25,WATCH_ONLY,25,48.54,10,정배열,15,0.6,0,0,0,0,20260520,2026-05-20 15:50:24
033250,체시스,25,WATCH_ONLY,25,12.55,15,역/혼합,0,3.57,10,0,0,0,20260520,2026-05-20 15:50:24
009460,한창제지,25,WATCH_ONLY,25,25.58,15,역/혼합,0,2.04,10,0,0,0,20260520,2026-05-20 15:50:24
000890,보해양조,25,WATCH_ONLY,25,8.46,15,역/혼합,0,8.56,10,0,0,0,20260520,2026-05-20 15:50:24
027740,마니커,25,WATCH_ONLY,25,26.43,15,역/혼합,0,3.16,10,0,0,0,20260520,2026-05-20 15:50:24
108670,LX하우시스,25,WATCH_ONLY,25,45.25,10,정배열,15,0.53,0,0,0,0,20260520,2026-05-20 15:50:24
353190,휴럼,25,WATCH_ONLY,25,26.56,15,역/혼합,0,2.98,10,0,0,0,20260520,2026-05-20 15:50:24
101400,엔시트론,25,WATCH_ONLY,25,19.22,15,역/혼합,0,2.53,10,0,0,0,20260520,2026-05-20 15:50:24
005387,현대차2우B,25,WATCH_ONLY,25,43.63,10,정배열,15,0.86,0,0,0,0,20260520,2026-05-20 15:50:24
415380,스튜디오삼익,25,WATCH_ONLY,25,45.01,10,정배열,15,0.57,0,0,0,0,20260520,2026-05-20 15:50:24
000020,동화약품,25,WATCH_ONLY,25,47.87,10,역/혼합,8,1.6,7,0,0,0,20260520,2026-05-20 15:50:24
417180,핑거스토리,25,WATCH_ONLY,25,9.12,15,역/혼합,0,11.41,10,0,0,0,20260520,2026-05-20 15:50:24
259960,크래프톤,25,WATCH_ONLY,25,47.93,10,정배열,15,0.59,0,0,0,0,20260520,2026-05-20 15:50:24
226320,잇츠한불,25,WATCH_ONLY,25,47.03,10,정배열,15,0.47,0,0,0,0,20260520,2026-05-20 15:50:24
001080,만호제강,25,WATCH_ONLY,25,47.66,10,정배열,15,0.68,0,0,0,0,20260520,2026-05-20 15:50:24
025820,이구산업,25,WATCH_ONLY,25,43.77,10,정배열,15,0.28,0,0,0,0,20260520,2026-05-20 15:50:24
053210,스카이라이프,25,WATCH_ONLY,25,28.24,15,역/혼합,0,2.38,10,0,0,0,20260520,2026-05-20 15:50:24
073190,듀오백,25,WATCH_ONLY,25,27.72,15,역/혼합,0,3.66,10,0,0,0,20260520,2026-05-20 15:50:24
080420,모다이노칩,25,WATCH_ONLY,25,20.29,15,역/혼합,0,2.34,10,0,0,0,20260520,2026-05-20 15:50:24
001130,대한제분,25,WATCH_ONLY,25,13.59,15,역/혼합,0,2.97,10,0,0,0,20260520,2026-05-20 15:50:24
408920,메쎄이상,25,WATCH_ONLY,25,49.26,10,정배열,15,0.34,0,0,0,0,20260520,2026-05-20 15:50:24
142280,녹십자엠에스,25,WATCH_ONLY,25,77.64,0,정배열,15,4.58,10,0,0,0,20260520,2026-05-20 15:50:24
223250,드림씨아이에스,25,WATCH_ONLY,25,46.16,10,정배열,15,0.3,0,0,0,0,20260520,2026-05-20 15:50:24
086960,MDS테크,25,WATCH_ONLY,25,70.7,0,정배열,15,2.56,10,0,0,0,20260520,2026-05-20 15:50:24
037070,파세코,25,WATCH_ONLY,25,25.09,15,역/혼합,0,3.67,10,0,0,0,20260520,2026-05-20 15:50:24
081150,티플랙스,25,WATCH_ONLY,25,47.52,10,정배열,15,0.22,0,0,0,0,20260520,2026-05-20 15:50:24
069960,현대백화점,25,WATCH_ONLY,25,49.17,10,정배열,15,0.85,0,0,0,0,20260520,2026-05-20 15:50:24
011210,현대위아,25,WATCH_ONLY,25,39.37,10,정배열,15,0.46,0,0,0,0,20260520,2026-05-20 15:50:24
307180,아이엘,25,WATCH_ONLY,25,47.76,10,정배열,15,0.52,0,0,0,0,20260520,2026-05-20 15:50:24
019010,베뉴지,25,WATCH_ONLY,25,44.97,10,정배열,15,0.6,0,0,0,0,20260520,2026-05-20 15:50:24
488280,에스투더블유,25,WATCH_ONLY,25,44.96,10,정배열,15,0.59,0,0,0,0,20260520,2026-05-20 15:50:24
138360,앤로보틱스,25,WATCH_ONLY,25,49.3,10,정배열,15,0.25,0,0,0,0,20260520,2026-05-20 15:50:24
024840,KBI메탈,25,WATCH_ONLY,25,47.74,10,정배열,15,0.6,0,0,0,0,20260520,2026-05-20 15:50:24
382840,원준,25,WATCH_ONLY,25,25.5,15,역/혼합,0,6.39,10,0,0,0,20260520,2026-05-20 15:50:24
203400,에이비온,25,WATCH_ONLY,25,28.48,15,역/혼합,0,2.91,10,0,0,0,20260520,2026-05-20 15:50:24
059120,아진엑스텍,25,WATCH_ONLY,25,49.21,10,정배열,15,0.56,0,0,0,0,20260520,2026-05-20 15:50:24
336680,탑런토탈솔루션,25,WATCH_ONLY,25,24.12,15,역/혼합,0,2.25,10,0,0,0,20260520,2026-05-20 15:50:24
009160,SIMPAC,25,WATCH_ONLY,25,41.11,10,정배열,15,0.45,0,0,0,0,20260520,2026-05-20 15:50:24
277810,레인보우로보틱스,25,WATCH_ONLY,25,41.75,10,정배열,15,0.7,0,0,0,0,20260520,2026-05-20 15:50:24
045300,성우테크론,25,WATCH_ONLY,25,49.22,10,정배열,15,0.74,0,0,0,0,20260520,2026-05-20 15:50:24
319400,현대무벡스,25,WATCH_ONLY,25,45.4,10,정배열,15,0.4,0,0,0,0,20260520,2026-05-20 15:50:24
108675,LX하우시스우,25,WATCH_ONLY,25,44.32,10,정배열,15,0.37,0,0,0,0,20260520,2026-05-20 15:50:24
078520,에이블씨엔씨,25,WATCH_ONLY,25,45.99,10,정배열,15,0.36,0,0,0,0,20260520,2026-05-20 15:50:24
290520,신도기연,25,WATCH_ONLY,25,45.29,10,정배열,15,0.35,0,0,0,0,20260520,2026-05-20 15:50:24
105630,한세실업,25,WATCH_ONLY,25,24.92,15,역/혼합,0,2.26,10,0,0,0,20260520,2026-05-20 15:50:24
080530,코디,25,WATCH_ONLY,25,9.61,15,역/혼합,0,2.35,10,0,0,0,20260520,2026-05-20 15:50:24
005850,에스엘,25,WATCH_ONLY,25,42.83,10,정배열,15,0.77,0,0,0,0,20260520,2026-05-20 15:50:24
290550,디케이티,25,WATCH_ONLY,25,46.03,10,정배열,15,0.79,0,0,0,0,20260520,2026-05-20 15:50:24
011780,금호석유화학,25,WATCH_ONLY,25,44.23,10,정배열,15,0.7,0,0,0,0,20260520,2026-05-20 15:50:24
322000,HD현대에너지솔루션,25,WATCH_ONLY,25,46.93,10,정배열,15,0.28,0,0,0,0,20260520,2026-05-20 15:50:24
161890,한국콜마,25,WATCH_ONLY,25,49.5,10,정배열,15,0.82,0,0,0,0,20260520,2026-05-20 15:50:24
100120,뷰웍스,25,WATCH_ONLY,25,48.35,10,정배열,15,0.47,0,0,0,0,20260520,2026-05-20 15:50:24
278650,HLB바이오스텝,25,WATCH_ONLY,25,9.3,15,역/혼합,0,2.59,10,0,0,0,20260520,2026-05-20 15:50:24
187420,HLB제넥스,25,WATCH_ONLY,25,29.27,15,역/혼합,0,2.1,10,0,0,0,20260520,2026-05-20 15:50:24
064800,포니링크,25,WATCH_ONLY,25,17.89,15,역/혼합,0,4.22,10,0,0,0,20260520,2026-05-20 15:50:24
005389,현대차3우B,25,WATCH_ONLY,25,44.77,10,정배열,15,0.59,0,0,0,0,20260520,2026-05-20 15:50:24
459510,나우로보틱스,25,WATCH_ONLY,25,44.72,10,정배열,15,0.37,0,0,0,0,20260520,2026-05-20 15:50:24
104040,디에스엠,25,WATCH_ONLY,25,13.21,15,역/혼합,0,2.32,10,0,0,0,20260520,2026-05-20 15:50:24
222110,팬젠,25,WATCH_ONLY,25,46.13,10,정배열,15,0.35,0,0,0,0,20260520,2026-05-20 15:50:24
143540,영우디에스피,25,WATCH_ONLY,25,70.15,0,정배열,15,5.13,10,0,0,0,20260520,2026-05-20 15:50:24
012860,모베이스전자,25,WATCH_ONLY,25,48.07,10,정배열,15,0.27,0,0,0,0,20260520,2026-05-20 15:50:24
015860,일진홀딩스,25,WATCH_ONLY,25,46.78,10,정배열,15,0.61,0,0,0,0,20260520,2026-05-20 15:50:24
020000,한섬,25,WATCH_ONLY,25,46.21,10,정배열,15,0.46,0,0,0,0,20260520,2026-05-20 15:50:24
155650,와이엠씨,25,WATCH_ONLY,25,48.03,10,정배열,15,0.09,0,0,0,0,20260520,2026-05-20 15:50:24
452260,한화갤러리아,25,WATCH_ONLY,25,48.54,10,정배열,15,0.2,0,0,0,0,20260520,2026-05-20 15:50:24
190510,나무가,25,WATCH_ONLY,25,41.04,10,정배열,15,0.54,0,0,0,0,20260520,2026-05-20 15:50:24
204320,HL만도,25,WATCH_ONLY,25,40.57,10,정배열,15,0.65,0,0,0,0,20260520,2026-05-20 15:50:24
015360,INVENI,25,WATCH_ONLY,25,46.22,10,정배열,15,0.72,0,0,0,0,20260520,2026-05-20 15:50:24
204620,글로벌텍스프리,25,WATCH_ONLY,25,42.62,10,정배열,15,0.59,0,0,0,0,20260520,2026-05-20 15:50:24
065130,탑엔지니어링,25,WATCH_ONLY,25,76.88,0,정배열,15,2.49,10,0,0,0,20260520,2026-05-20 15:50:24
031430,신세계인터내셔날,25,WATCH_ONLY,25,45.19,10,정배열,15,0.58,0,0,0,0,20260520,2026-05-20 15:50:24
003800,에이스침대,25,WATCH_ONLY,25,28.46,15,역/혼합,0,2.29,10,0,0,0,20260520,2026-05-20 15:50:24
085910,네오티스,25,WATCH_ONLY,25,48.93,10,정배열,15,0.35,0,0,0,0,20260520,2026-05-20 15:50:24
063440,SM Life Design,25,WATCH_ONLY,25,24.25,15,역/혼합,0,2.4,10,0,0,0,20260520,2026-05-20 15:50:24
040610,SG&G,25,WATCH_ONLY,25,21.32,15,역/혼합,0,2.74,10,0,0,0,20260520,2026-05-20 15:50:24
090360,로보스타,25,WATCH_ONLY,25,48.63,10,정배열,15,0.7,0,0,0,0,20260520,2026-05-20 15:50:24
092790,넥스틸,25,WATCH_ONLY,25,49.47,10,정배열,15,0.27,0,0,0,0,20260520,2026-05-20 15:50:24
110990,디아이티,25,WATCH_ONLY,25,49.55,10,정배열,15,0.84,0,0,0,0,20260520,2026-05-20 15:50:24
263020,디케이앤디,25,WATCH_ONLY,25,47.76,10,정배열,15,0.43,0,0,0,0,20260520,2026-05-20 15:50:24
403550,쏘카,25,WATCH_ONLY,25,45.6,10,정배열,15,0.47,0,0,0,0,20260520,2026-05-20 15:50:24
060980,HL홀딩스,25,WATCH_ONLY,25,44.1,10,역/혼합,8,1.65,7,0,0,0,20260520,2026-05-20 15:50:24
0044K0,삼성스팩10호,25,WATCH_ONLY,25,25.13,15,역/혼합,0,2.51,10,0,0,0,20260520,2026-05-20 15:50:24
033240,자화전자,25,WATCH_ONLY,25,49.55,10,정배열,15,0.81,0,0,0,0,20260520,2026-05-20 15:50:24
396270,넥스트칩,25,WATCH_ONLY,25,45.91,10,정배열,15,0.49,0,0,0,0,20260520,2026-05-20 15:50:24
095190,신화프리텍,25,WATCH_ONLY,25,43.82,10,정배열,15,0.55,0,0,0,0,20260520,2026-05-20 15:50:24
047820,초록뱀미디어,25,WATCH_ONLY,25,44.49,10,정배열,15,0.37,0,0,0,0,20260520,2026-05-20 15:50:24
156100,엘앤케이바이오,25,WATCH_ONLY,25,26.89,15,역/혼합,0,2.92,10,0,0,0,20260520,2026-05-20 15:50:24
039980,폴라리스AI,25,WATCH_ONLY,25,48.71,10,정배열,15,0.45,0,0,0,0,20260520,2026-05-20 15:50:24
003470,유안타증권,25,WATCH_ONLY,25,45.63,10,정배열,15,0.26,0,0,0,0,20260520,2026-05-20 15:50:24
001800,오리온홀딩스,25,WATCH_ONLY,25,49.04,10,정배열,15,0.7,0,0,0,0,20260520,2026-05-20 15:50:24
308080,바이젠셀,25,WATCH_ONLY,25,48.95,10,정배열,15,0.25,0,0,0,0,20260520,2026-05-20 15:50:24
094940,푸른기술,25,WATCH_ONLY,25,49.38,10,정배열,15,0.38,0,0,0,0,20260520,2026-05-20 15:50:24
311320,지오엘리먼트,25,WATCH_ONLY,25,47.31,10,정배열,15,0.23,0,0,0,0,20260520,2026-05-20 15:50:24
185490,아이진,25,WATCH_ONLY,25,81.57,0,정배열,15,8.11,10,0,0,0,20260520,2026-05-20 15:50:24
251630,브이원텍,25,WATCH_ONLY,25,43.56,10,정배열,15,0.64,0,0,0,0,20260520,2026-05-20 15:50:24
261780,차백신연구소,25,WATCH_ONLY,25,46.65,10,정배열,15,0.89,0,0,0,0,20260520,2026-05-20 15:50:24
036710,심텍홀딩스,25,WATCH_ONLY,25,48.43,10,정배열,15,0.42,0,0,0,0,20260520,2026-05-20 15:50:24
033780,KT&G,24,WATCH_ONLY,24,54.33,5,정배열,15,1.11,4,0,0,0,20260520,2026-05-20 15:50:24
005930,삼성전자,24,WATCH_ONLY,24,62.71,5,정배열,15,1.11,4,0,0,0,20260520,2026-05-20 15:50:24
000660,SK하이닉스,24,WATCH_ONLY,24,64.95,5,정배열,15,1.03,4,0,0,0,20260520,2026-05-20 15:50:24
079190,케스피온,24,WATCH_ONLY,24,55.75,5,정배열,15,1.15,4,0,0,0,20260520,2026-05-20 15:50:24
310870,디와이씨,24,WATCH_ONLY,24,69.2,5,정배열,15,1.48,4,0,0,0,20260520,2026-05-20 15:50:24
039740,한국정보공학,24,WATCH_ONLY,24,52.39,5,정배열,15,1.04,4,0,0,0,20260520,2026-05-20 15:50:24
222800,심텍,24,WATCH_ONLY,24,61.92,5,정배열,15,1.13,4,0,0,0,20260520,2026-05-20 15:50:24
319660,피에스케이,24,WATCH_ONLY,24,58.74,5,정배열,15,1.0,4,0,0,0,20260520,2026-05-20 15:50:24
35320K,대덕전자1우,24,WATCH_ONLY,24,63.13,5,정배열,15,1.15,4,0,0,0,20260520,2026-05-20 15:50:24
088790,진도,24,WATCH_ONLY,24,56.92,5,정배열,15,1.16,4,0,0,0,20260520,2026-05-20 15:50:24
069640,한세엠케이,24,WATCH_ONLY,24,50.43,5,정배열,15,1.0,4,0,0,0,20260520,2026-05-20 15:50:24
014910,성문전자,24,WATCH_ONLY,24,65.26,5,정배열,15,1.15,4,0,0,0,20260520,2026-05-20 15:50:24
424760,벨로크,24,WATCH_ONLY,24,36.23,10,역/혼합,4,2.56,10,0,0,0,20260520,2026-05-20 15:50:24
017670,SK텔레콤,24,WATCH_ONLY,24,53.76,5,정배열,15,1.12,4,0,0,0,20260520,2026-05-20 15:50:24
275630,에스에스알,24,WATCH_ONLY,24,52.56,5,정배열,15,1.16,4,0,0,0,20260520,2026-05-20 15:50:24
006260,LS,24,WATCH_ONLY,24,59.55,5,정배열,15,1.12,4,0,0,0,20260520,2026-05-20 15:50:24
096530,씨젠,24,WATCH_ONLY,24,65.0,5,정배열,15,1.07,4,0,0,0,20260520,2026-05-20 15:50:24
095610,테스,24,WATCH_ONLY,24,69.13,5,정배열,15,1.07,4,0,0,0,20260520,2026-05-20 15:50:24
088350,한화생명,24,WATCH_ONLY,24,54.59,5,정배열,15,1.03,4,0,0,0,20260520,2026-05-20 15:50:24
004170,신세계,24,WATCH_ONLY,24,67.16,5,정배열,15,1.0,4,0,0,0,20260520,2026-05-20 15:50:24
001450,현대해상,24,WATCH_ONLY,24,67.28,5,정배열,15,1.48,4,0,0,0,20260520,2026-05-20 15:50:24
144960,뉴파워프라즈마,24,WATCH_ONLY,24,61.5,5,정배열,15,1.3,4,0,0,0,20260520,2026-05-20 15:50:24
046970,우리로,24,WATCH_ONLY,24,48.61,10,역/혼합,4,2.1,10,0,0,0,20260520,2026-05-20 15:50:24
355150,코스텍시스,24,WATCH_ONLY,24,52.28,5,정배열,15,1.34,4,0,0,0,20260520,2026-05-20 15:50:24
332370,아이디피,24,WATCH_ONLY,24,50.18,5,정배열,15,1.32,4,0,0,0,20260520,2026-05-20 15:50:24
194700,노바렉스,24,WATCH_ONLY,24,65.09,5,정배열,15,1.48,4,0,0,0,20260520,2026-05-20 15:50:24
007070,GS리테일,24,WATCH_ONLY,24,56.84,5,정배열,15,1.11,4,0,0,0,20260520,2026-05-20 15:50:24
406820,뷰티스킨,24,WATCH_ONLY,24,56.09,5,정배열,15,1.47,4,0,0,0,20260520,2026-05-20 15:50:24
192440,슈피겐코리아,24,WATCH_ONLY,24,63.69,5,정배열,15,1.07,4,0,0,0,20260520,2026-05-20 15:50:24
260970,에스앤디,24,WATCH_ONLY,24,64.22,5,정배열,15,1.13,4,0,0,0,20260520,2026-05-20 15:50:24
001740,SK네트웍스,24,WATCH_ONLY,24,64.56,5,정배열,15,1.26,4,0,0,0,20260520,2026-05-20 15:50:24
187790,나노,24,WATCH_ONLY,24,64.35,5,정배열,15,1.11,4,0,0,0,20260520,2026-05-20 15:50:24
321260,프로이천,24,WATCH_ONLY,24,58.03,5,정배열,15,1.07,4,0,0,0,20260520,2026-05-20 15:50:24
041930,SY동아,24,WATCH_ONLY,24,54.78,5,정배열,15,1.17,4,0,0,0,20260520,2026-05-20 15:50:24
052900,KX하이텍,24,WATCH_ONLY,24,67.45,5,정배열,15,1.35,4,0,0,0,20260520,2026-05-20 15:50:24
072950,빛샘전자,24,WATCH_ONLY,24,50.61,5,정배열,15,1.46,4,0,0,0,20260520,2026-05-20 15:50:24
